order_id,customer_id,order_date,amount,product_category
50180,1327,2024-02-20,658.48,Service
50181,1182,2024-04-22,80.86,Service
50182,1799,2025-04-18,325.67,Hardware
50183,1785,2025-01-25,413.16,Hardware
50184,1767,2025-01-01,449.83,Service
50185,1434,2024-08-19,82.62,Training
50186,1519,2024-11-29,349.87,Training
50187,1638,2024-06-26,148.23,Training
50188,1083,2024-10-02,328.29,Hardware
50189,1028,2025-04-02,252.12,Hardware
50190,1266,2025-07-20,55.26,Service
50191,1283,2025-06-22,562.45,Software
50192,1397,2025-06-22,236.36,Software
50193,1763,2024-08-20,735.99,Software
50194,1700,2024-09-27,242.36,Software
50195,1383,2025-02-11,379.86,Software
50196,1581,2025-06-16,202.28,Software
50197,1319,2024-03-22,276.82,Training
50198,1611,2024-06-24,364.65,Hardware
50199,1193,2024-03-21,79.52,Software
50200,1227,2024-12-19,155.6,Software
50201,1451,2024-06-25,532.41,Hardware
50202,1182,2024-07-07,612.58,Hardware
50203,1327,2024-02-10,183.34,Training
50204,1605,2024-07-20,386.88,Training
50205,1655,2025-05-12,507.7,Training
50206,1203,2024-05-14,241.89,Software
50207,1402,2025-02-05,138.91,Software
50208,1644,2024-12-29,113.1,Hardware
50209,1472,2025-05-13,565.73,Software
50210,1779,2024-03-17,175.47,Hardware
50211,1646,2025-07-18,476.64,Service
50212,1179,2024-12-02,414.89,Hardware
50213,1698,2025-07-28,423.52,Software
50214,1018,2025-06-09,434.69,Service
50215,1463,2024-05-07,629.65,Service
50216,1609,2024-02-02,147.84,Training
50217,1546,2024-05-27,116.96,Software
50218,1403,2024-10-31,96.69,Training
50219,1393,2024-04-09,275.56,Hardware
50220,1300,2024-04-06,279.66,Hardware
50221,1351,2024-09-23,76.45,Hardware
50222,1187,2024-01-20,73.53,Service
50223,1347,2024-03-11,807.89,Software
50224,1623,2024-08-27,478.89,Software
50225,1409,2024-02-06,90.56,Hardware
50226,1759,2024-08-16,383.58,Hardware
50227,1071,2024-09-30,176.39,Software
50228,1327,2024-09-17,227.16,Service
50229,1212,2025-05-16,490.87,Software
50230,1309,2024-11-01,263.58,Software
50231,1108,2024-09-27,179.38,Service
50232,1177,2024-08-24,781.31,Software
50233,1427,2025-04-16,151.61,Software
50234,1740,2025-05-31,396.23,Service
50235,1531,2025-05-07,234.61,Service
50236,1418,2025-01-23,368.91,Software
50237,1248,2024-03-20,451.56,Software
50238,1209,2024-06-08,728.07,Software
50239,1216,2024-01-27,100.45,Software
50240,1713,2025-06-21,816.63,Software
50241,1438,2025-01-16,288.54,Software
50242,1769,2025-03-06,360.1,Software
50243,1618,2024-06-28,239.27,Hardware
50244,1311,2025-05-02,276.07,Software
50245,1783,2024-05-29,402.05,Software
50246,1383,2024-01-01,68.13,Software
50247,1271,2024-08-05,367.03,Software
50248,1121,2024-11-25,270.85,Hardware
50249,1407,2024-10-03,536.13,Software
50250,1245,2025-05-12,152.3,Software
50251,1066,2024-03-01,490.67,Software
50252,1228,2024-11-15,79.0,Service
50253,1137,2024-10-22,227.23,Software
50254,1194,2024-06-11,257.54,Service
50255,1706,2025-04-19,343.56,Software
50256,1658,2025-03-10,423.65,Software
50257,1657,2025-02-26,202.36,Service
50258,1489,2025-05-20,135.03,Hardware
50259,1584,2025-02-21,284.98,Service
50260,1354,2024-05-13,473.99,Software
50261,1704,2025-02-11,707.76,Service
50262,1556,2024-06-26,468.1,Software
50263,1157,2024-05-19,345.43,Hardware
50264,1476,2024-02-12,393.05,Service
50265,1016,2025-03-05,224.25,Software
50266,1078,2025-02-14,165.44,Service
50267,1052,2024-05-15,549.16,Service
50268,1514,2025-03-08,834.55,Software
50269,1504,2025-06-13,500.05,Hardware
50270,1744,2024-03-03,451.26,Hardware
50271,1061,2024-05-14,169.57,Software
50272,1132,2025-03-08,303.27,Training
50273,1382,2024-06-07,114.3,Software
50274,1564,2024-12-26,254.16,Hardware
50275,1692,2024-02-16,371.18,Hardware
50276,1543,2024-09-17,319.65,Service
50277,1410,2025-03-02,62.43,Software
50278,1155,2025-01-31,89.23,Training
50279,1633,2025-04-15,195.67,Software
50280,1051,2025-05-21,876.91,Software
50281,1095,2025-03-22,371.76,Software
50282,1688,2025-01-22,61.62,Hardware
50283,1523,2024-01-19,368.61,Training
50284,1524,2024-11-04,461.12,Software
50285,1355,2024-01-22,103.86,Hardware
50286,1045,2025-04-11,136.42,Software
50287,1205,2024-07-04,869.65,Training
50288,1731,2024-11-20,119.13,Service
50289,1431,2024-06-10,239.68,Software
50290,1256,2025-03-27,384.5,Software
50291,1248,2025-05-26,502.95,Software
50292,1533,2024-08-18,373.06,Software
50293,1041,2025-05-12,226.13,Hardware
50294,1459,2024-06-03,256.8,Software
50295,1790,2024-11-04,586.23,Training
50296,1277,2025-05-10,56.26,Service
50297,1195,2024-07-07,125.13,Service
50298,1071,2025-07-04,49.46,Software
50299,1270,2024-03-11,370.83,Hardware
50300,1335,2024-01-11,364.84,Service
50301,1585,2025-06-05,278.9,Hardware
50302,1308,2024-02-09,247.22,Training
50303,1427,2025-07-26,249.54,Software
50304,1199,2025-07-02,537.87,Software
50305,1076,2024-03-20,140.95,Hardware
50306,1787,2024-11-06,214.26,Hardware
50307,1795,2024-04-16,861.36,Service
50308,1658,2024-09-04,523.4,Software
50309,1525,2024-02-05,132.96,Service
50310,1641,2024-05-09,196.14,Software
50311,1230,2024-07-28,94.24,Software
50312,1085,2024-09-10,213.28,Service
50313,1162,2025-07-18,172.97,Software
50314,1397,2025-04-11,322.51,Service
50315,1371,2025-03-01,464.78,Training
50316,1563,2024-11-05,125.69,Hardware
50317,1215,2025-04-29,227.45,Training
50318,1001,2024-07-14,558.72,Hardware
50319,1377,2025-02-13,624.52,Software
50320,1412,2025-07-27,470.23,Hardware
50321,1635,2024-06-30,366.34,Training
50322,1800,2025-01-23,477.09,Training
50323,1200,2025-05-02,95.74,Service
50324,1183,2025-06-12,271.7,Software
50325,1410,2025-02-18,126.81,Software
50326,1398,2024-06-12,145.75,Software
50327,1216,2024-07-07,190.47,Training
50328,1752,2024-01-12,1007.57,Service
50329,1349,2025-03-15,57.61,Hardware
50330,1580,2024-01-25,95.96,Service
50331,1594,2025-05-13,161.18,Service
50332,1654,2024-03-09,916.6,Software
50333,1041,2024-04-09,125.99,Software
50334,1751,2024-10-01,57.18,Software
50335,1003,2025-03-01,279.31,Service
50336,1094,2024-03-21,59.47,Software
50337,1059,2024-09-10,112.23,Hardware
50338,1740,2024-10-05,275.73,Software
50339,1407,2024-05-02,385.2,Hardware
50340,1018,2024-03-07,230.24,Software
50341,1494,2025-04-27,105.79,Service
50342,1751,2024-10-16,439.82,Software
50343,1508,2024-01-09,158.33,Hardware
50344,1586,2025-04-08,136.64,Software
50345,1332,2025-07-19,353.59,Service
50346,1169,2024-12-15,309.86,Training
50347,1776,2024-10-17,556.24,Software
50348,1672,2025-05-21,185.08,Software
50349,1681,2025-07-03,264.85,Hardware
50350,1206,2025-03-11,812.62,Service
50351,1521,2024-09-14,294.76,Software
50352,1505,2024-12-07,179.48,Service
50353,1346,2025-02-08,268.45,Software
50354,1304,2024-04-22,287.86,Software
50355,1115,2024-09-15,192.19,Software
50356,1664,2025-04-23,304.88,Hardware
50357,1087,2025-01-12,54.99,Service
50358,1095,2024-08-25,512.68,Service
50359,1743,2025-01-17,102.91,Hardware
50360,1428,2024-03-09,300.69,Software
50361,1698,2024-08-19,168.06,Hardware
50362,1450,2025-04-02,476.39,Hardware
50363,1626,2024-05-07,118.4,Software
50364,1786,2024-04-17,813.98,Software
50365,1541,2025-07-02,193.75,Training
50366,1715,2024-05-01,99.6,Training
50367,1002,2024-05-30,143.68,Software
50368,1078,2025-07-13,291.0,Software
50369,1324,2025-02-27,165.86,Software
50370,1743,2025-02-07,452.71,Software
50371,1098,2025-05-07,172.47,Software
50372,1629,2024-03-07,494.63,Service
50373,1110,2025-02-11,72.2,Hardware
50374,1679,2024-10-17,589.29,Software
50375,1457,2025-04-23,154.34,Hardware
50376,1488,2024-10-20,603.98,Software
50377,1371,2024-12-23,238.32,Software
50378,1337,2024-10-02,1548.36,Service
50379,1599,2024-10-02,143.64,Software
50380,1022,2025-03-19,237.41,Software
50381,1722,2024-12-28,715.93,Hardware
50382,1305,2024-12-31,583.19,Software
50383,1272,2024-09-16,426.9,Hardware
50384,1490,2024-11-02,169.51,Software
50385,1446,2025-03-06,297.49,Software
50386,1278,2025-04-21,171.44,Service
50387,1651,2025-02-05,50.76,Hardware
50388,1377,2025-06-17,222.39,Software
50389,1232,2025-04-18,314.22,Service
50390,1745,2024-11-20,224.26,Training
50391,1592,2025-01-22,230.3,Hardware
50392,1426,2025-06-18,357.7,Software
50393,1055,2024-12-23,492.84,Hardware
50394,1441,2025-04-20,195.3,Service
50395,1034,2025-02-01,143.57,Hardware
50396,1329,2024-11-14,645.82,Service
50397,1454,2024-05-19,267.53,Software
50398,1388,2024-09-02,193.86,Service
50399,1764,2025-07-12,493.59,Service
50400,1430,2025-01-14,474.4,Service
50401,1476,2024-11-21,755.63,Hardware
50402,1125,2025-06-22,105.61,Hardware
50403,1523,2024-12-04,178.14,Service
50404,1482,2024-10-30,286.06,Service
50405,1317,2025-03-14,407.79,Service
50406,1122,2025-02-15,286.87,Service
50407,1547,2024-04-21,319.05,Training
50408,1581,2024-09-28,88.57,Service
50409,1313,2024-09-29,391.06,Software
50410,1487,2024-08-06,956.89,Service
50411,1651,2024-10-25,146.07,Service
50412,1012,2024-08-26,420.53,Service
50413,1125,2024-04-25,419.15,Service
50414,1659,2024-08-25,371.26,Software
50415,1077,2024-02-11,596.79,Software
50416,1580,2024-11-28,474.19,Software
50417,1718,2025-05-07,325.69,Software
50418,1236,2025-02-22,216.94,Software
50419,1571,2024-07-26,126.78,Hardware
50420,1770,2024-02-20,195.31,Software
50421,1254,2024-04-26,396.09,Training
50422,1406,2024-11-10,298.95,Software
50423,1243,2024-04-29,73.05,Software
50424,1461,2024-11-09,438.35,Service
50425,1277,2024-05-13,120.49,Software
50426,1469,2025-05-04,130.17,Training
50427,1220,2024-08-17,220.46,Software
50428,1225,2024-05-21,101.26,Software
50429,1101,2025-04-13,272.97,Training
50430,1634,2024-07-16,205.81,Software
50431,1730,2024-03-05,253.09,Software
50432,1507,2024-11-25,167.33,Software
50433,1587,2024-12-01,118.25,Service
50434,1331,2025-02-16,417.88,Software
50435,1237,2024-05-18,267.09,Service
50436,1339,2024-09-13,45.69,Hardware
50437,1752,2024-06-11,139.66,Hardware
50438,1506,2024-02-16,471.56,Software
50439,1165,2025-05-20,137.87,Software
50440,1669,2025-02-24,317.41,Software
50441,1723,2024-06-22,107.91,Service
50442,1789,2024-12-11,291.24,Software
50443,1728,2024-04-26,716.44,Hardware
50444,1218,2025-05-28,444.76,Hardware
50445,1745,2024-03-07,224.75,Software
50446,1376,2024-01-03,743.55,Service
50447,1012,2024-10-16,154.97,Software
50448,1432,2024-12-02,280.26,Software
50449,1083,2024-11-30,335.56,Software
50450,1431,2024-02-01,474.82,Software
50451,1625,2024-06-30,191.25,Service
50452,1478,2024-10-15,361.55,Service
50453,1783,2024-05-04,100.53,Software
50454,1707,2025-05-18,105.51,Training
50455,1369,2024-02-20,314.13,Software
50456,1653,2024-10-08,309.29,Software
50457,1636,2025-02-02,554.57,Software
50458,1141,2024-05-31,318.02,Service
50459,1720,2024-12-26,169.91,Training
50460,1627,2025-04-23,547.04,Service
50461,1718,2024-04-19,590.93,Training
50462,1456,2025-06-13,344.97,Software
50463,1502,2024-11-15,181.82,Software
50464,1403,2024-06-21,131.83,Service
50465,1288,2024-09-05,250.42,Service
50466,1355,2024-06-29,1064.3,Software
50467,1343,2025-02-22,60.28,Hardware
50468,1149,2025-04-04,1084.28,Software
50469,1210,2025-04-25,235.13,Software
50470,1112,2025-07-22,162.34,Service
50471,1654,2025-04-01,54.92,Service
50472,1536,2024-12-12,455.78,Software
50473,1049,2024-07-14,276.61,Software
50474,1800,2024-11-10,432.88,Service
50475,1331,2024-01-24,38.92,Service
50476,1365,2025-03-05,490.23,Hardware
50477,1011,2024-09-14,181.08,Hardware
50478,1188,2024-01-12,45.7,Software
50479,1509,2024-02-06,203.74,Training
50480,1580,2024-08-11,64.08,Hardware
50481,1445,2024-12-02,137.23,Software
50482,1090,2024-09-24,173.45,Software
50483,1622,2024-12-23,98.5,Software
50484,1676,2024-10-04,254.16,Service
50485,1448,2025-01-16,260.32,Hardware
50486,1718,2024-05-06,535.07,Hardware
50487,1032,2024-03-06,256.34,Hardware
50488,1327,2024-12-10,1011.41,Software
50489,1074,2024-10-06,394.44,Service
50490,1251,2024-01-16,124.23,Software
50491,1450,2024-08-07,97.84,Software
50492,1355,2024-03-02,104.59,Service
50493,1533,2024-11-02,539.15,Software
50494,1296,2024-08-16,98.13,Service
50495,1298,2024-12-19,300.58,Service
50496,1328,2025-04-09,430.06,Hardware
50497,1302,2024-06-21,269.18,Software
50498,1512,2025-07-09,447.31,Hardware
50499,1338,2024-11-05,203.28,Training
50500,1585,2024-12-22,281.48,Hardware
50501,1374,2025-01-27,231.94,Hardware
50502,1553,2025-01-19,289.88,Service
50503,1094,2024-10-21,86.94,Software
50504,1132,2024-09-04,765.84,Hardware
50505,1611,2024-02-01,371.35,Hardware
50506,1053,2024-01-13,469.12,Service
50507,1496,2024-07-25,166.46,Hardware
50508,1229,2024-07-11,380.8,Software
50509,1640,2024-08-11,309.97,Software
50510,1212,2024-03-20,65.64,Service
50511,1797,2025-03-01,60.06,Software
50512,1791,2025-05-09,84.09,Software
50513,1504,2025-06-25,114.53,Software
50514,1495,2024-10-11,101.26,Software
50515,1671,2025-02-08,350.85,Hardware
50516,1233,2025-05-08,446.78,Service
50517,1071,2024-08-29,385.87,Software
50518,1717,2024-06-27,825.33,Service
50519,1189,2025-06-24,291.63,Software
50520,1663,2024-10-24,232.31,Service
50521,1008,2024-10-13,248.38,Software
50522,1332,2024-04-12,478.95,Training
50523,1612,2024-03-03,129.7,Software
50524,1016,2025-04-30,200.14,Service
50525,1666,2024-12-20,719.52,Hardware
50526,1669,2024-07-07,294.07,Training
50527,1093,2024-04-20,393.74,Software
50528,1262,2024-11-16,226.23,Service
50529,1549,2024-12-02,139.03,Software
50530,1161,2024-04-29,416.73,Service
50531,1351,2025-05-06,175.0,Software
50532,1174,2024-02-18,237.55,Hardware
50533,1317,2024-07-24,252.0,Software
50534,1018,2025-01-27,577.5,Service
50535,1486,2024-06-07,132.53,Service
50536,1367,2025-04-22,554.28,Training
50537,1351,2025-03-02,142.62,Service
50538,1528,2025-03-31,155.31,Software
50539,1435,2024-03-09,97.1,Software
50540,1270,2024-03-22,375.71,Software
50541,1068,2024-06-14,243.1,Hardware
50542,1030,2024-10-25,226.25,Service
50543,1316,2025-03-07,322.18,Service
50544,1737,2025-04-27,277.75,Software
50545,1164,2025-02-10,346.58,Hardware
50546,1320,2025-06-19,345.03,Service
50547,1014,2025-03-02,197.07,Training
50548,1279,2024-06-25,187.3,Service
50549,1432,2024-06-01,352.76,Software
50550,1668,2025-02-05,186.3,Software
50551,1634,2024-04-21,294.02,Software
50552,1263,2024-02-23,203.61,Hardware
50553,1682,2024-11-03,352.52,Hardware
50554,1522,2025-04-19,128.9,Software
50555,1172,2024-02-28,571.21,Software
50556,1358,2025-04-01,267.77,Software
50557,1013,2025-04-13,56.76,Training
50558,1725,2024-10-05,135.81,Software
50559,1673,2024-02-03,472.74,Software
50560,1232,2024-04-10,711.2,Software
50561,1476,2025-02-12,265.27,Software
50562,1471,2025-02-14,483.48,Hardware
50563,1160,2025-06-02,101.1,Hardware
50564,1639,2024-12-02,214.13,Software
50565,1560,2024-03-12,114.7,Service
50566,1261,2024-03-11,84.86,Software
50567,1573,2025-02-20,342.15,Training
50568,1634,2024-04-16,228.04,Software
50569,1602,2024-07-08,49.03,Software
50570,1359,2024-10-08,114.25,Service
50571,1255,2024-01-15,402.47,Software
50572,1602,2024-05-23,117.33,Software
50573,1515,2024-08-23,514.76,Service
50574,1280,2024-06-10,637.17,Hardware
50575,1117,2024-03-19,294.91,Service
50576,1610,2025-02-24,401.32,Service
50577,1162,2025-04-14,183.17,Service
50578,1298,2024-05-28,137.52,Service
50579,1297,2025-03-22,111.17,Service
50580,1594,2024-08-10,86.95,Service
50581,1358,2024-10-19,299.46,Software
50582,1660,2025-05-08,376.31,Software
50583,1518,2025-03-08,494.02,Software
50584,1378,2025-04-09,591.12,Software
50585,1697,2024-03-19,289.93,Hardware
50586,1426,2024-02-10,964.97,Software
50587,1764,2025-05-30,281.29,Software
50588,1537,2024-08-11,390.25,Software
50589,1553,2024-06-15,48.93,Software
50590,1169,2025-02-22,617.73,Hardware
50591,1515,2025-04-27,613.04,Service
50592,1364,2025-05-12,196.43,Hardware
50593,1683,2024-07-01,573.37,Software
50594,1430,2025-05-06,577.69,Hardware
50595,1569,2024-01-24,568.21,Training
50596,1083,2024-01-29,265.78,Service
50597,1330,2024-12-25,174.03,Hardware
50598,1691,2024-02-06,214.5,Service
50599,1133,2024-07-06,43.88,Training
50600,1598,2025-01-23,631.36,Hardware
50601,1457,2024-07-13,154.32,Training
50602,1353,2024-04-13,828.43,Service
50603,1783,2024-06-11,398.26,Hardware
50604,1344,2024-09-21,105.93,Service
50605,1094,2024-10-01,136.16,Software
50606,1382,2025-03-27,467.34,Software
50607,1762,2025-03-08,784.05,Hardware
50608,1295,2024-09-20,47.92,Software
50609,1198,2025-05-02,674.69,Service
50610,1079,2024-03-06,387.94,Software
50611,1678,2024-05-27,131.52,Software
50612,1551,2025-04-22,479.31,Hardware
50613,1214,2024-08-06,257.44,Hardware
50614,1643,2025-07-20,590.06,Service
50615,1669,2024-09-26,111.08,Software
50616,1159,2025-04-01,266.88,Service
50617,1739,2024-08-20,369.54,Software
50618,1557,2024-09-02,897.6,Software
50619,1201,2024-08-08,140.0,Software
50620,1022,2025-02-18,185.87,Service
50621,1339,2024-11-11,211.64,Software
50622,1242,2025-06-28,207.28,Service
50623,1741,2024-05-24,119.84,Software
50624,1238,2024-02-28,138.31,Software
50625,1149,2024-08-14,181.64,Software
50626,1785,2024-12-21,959.6,Training
50627,1579,2025-05-11,267.91,Service
50628,1007,2024-07-18,219.64,Software
50629,1233,2025-01-12,150.3,Service
50630,1768,2024-07-21,140.49,Hardware
50631,1579,2024-12-22,791.67,Hardware
50632,1762,2025-05-25,537.95,Hardware
50633,1077,2024-05-13,326.37,Software
50634,1489,2024-08-21,147.71,Service
50635,1087,2025-07-27,108.44,Hardware
50636,1764,2025-05-16,436.25,Service
50637,1222,2024-11-21,222.58,Hardware
50638,1413,2024-10-25,338.53,Software
50639,1584,2024-06-13,66.48,Software
50640,1202,2024-10-25,213.76,Hardware
50641,1571,2025-05-04,106.56,Service
50642,1276,2025-01-30,672.59,Software
50643,1221,2024-06-16,166.91,Software
50644,1157,2024-04-26,109.02,Hardware
50645,1181,2024-06-02,197.39,Software
50646,1725,2024-04-07,157.56,Software
50647,1129,2024-02-25,363.15,Software
50648,1243,2024-08-29,208.73,Training
50649,1172,2024-03-06,438.73,Training
50650,1503,2024-04-09,347.63,Service
50651,1480,2024-11-11,705.09,Service
50652,1270,2024-04-04,404.74,Software
50653,1421,2024-02-06,328.21,Software
50654,1163,2024-07-02,452.15,Hardware
50655,1024,2024-05-07,166.31,Software
50656,1497,2024-10-24,345.1,Service
50657,1193,2024-02-29,102.63,Service
50658,1390,2025-03-09,293.14,Software
50659,1497,2025-06-06,742.58,Service
50660,1129,2025-03-04,288.33,Service
50661,1553,2024-11-03,467.46,Hardware
50662,1543,2025-05-11,109.11,Software
50663,1036,2025-02-04,298.19,Software
50664,1457,2024-01-07,377.38,Service
50665,1361,2024-08-15,210.28,Training
50666,1765,2025-05-05,283.57,Software
50667,1215,2024-07-18,561.42,Training
50668,1287,2024-01-21,298.74,Hardware
50669,1768,2025-03-06,202.19,Hardware
50670,1369,2025-04-07,133.21,Software
50671,1469,2024-04-02,255.7,Software
50672,1186,2024-11-06,144.18,Software
50673,1474,2024-04-20,240.38,Software
50674,1061,2025-02-18,383.11,Training
50675,1262,2024-06-05,212.88,Software
50676,1788,2024-07-01,383.8,Service
50677,1111,2025-05-02,52.43,Software
50678,1141,2024-10-01,201.27,Hardware
50679,1745,2025-01-21,380.44,Software
50680,1535,2024-08-20,167.76,Software
50681,1079,2024-06-20,105.92,Software
50682,1494,2024-12-26,977.46,Hardware
50683,1031,2024-03-30,140.55,Software
